id,SMILES,MLM,HLM,AlogP,Molecular_Weight,Num_H_Acceptors,Num_H_Donors,Num_RotatableBonds,LogD,Molecular_PolarSurfaceArea,Position,MLM_raw,HLM_raw
TRAIN_0127,CCC(C)Nc1[nH]c2cc(C)cc(C)c2c(=O)c1C(C)=O,0.13,1.24,3.338,286.369,2,2,4,3.338,58.2,CPK-M1-018174-F09,0.125968088,1.235459987
TRAIN_0128,Cn1cc(-c2nn(S(=O)(=O)c3ccc(Br)s3)c(-c3cnn(C)c3)c2Cl)cn1,0.012,0.412,3.706,487.782,5,0,4,3.706,124.22,CPK-M1-010395-F08,0.012321892,0.412476192
TRAIN_0129,O=C(O)c1nn(-c2ccccc2)nc1-c1nn(-c2ccccc2)nc1C(=O)O,86.612,59.847,3.475,376.326,8,2,5,0.55,136.02,CPK-M1-009576-A05,86.61178389,59.84652043
TRAIN_0130,CCOC(=O)Cn1ccc2cc(N3C(=O)N4CCCC4(C)C3=O)ccc21,99.99,12.44,2.291,355.388,4,0,5,2.291,71.84,CPK-M1-018175-C06,>99.99,12.43851213
TRAIN_0131,Cc1cccc(C2NCCc3c2[nH]c2ccccc32)c1,17.7,99.99,4.019,262.349,1,2,1,3.944,27.82,CPK-M1-018169-A05,17.69642347,>99.99
TRAIN_0132,CCS(=O)(=O)Nc1cccc(-c2cc(=O)n(-c3ccc(F)c(Cl)c3)nc2C)c1,90.04,99.99,3.164,421.873,4,1,5,3.186,87.22,CPK-M1-018170-B07,90.04041118,>99.99
TRAIN_0133,COc1ccc(CCN2CCC(NC(=O)c3cc4cc(Br)ccc4o3)CC2)cc1,23.12,14.07,4.38,457.36,3,1,6,4.231,54.71,CPK-M1-013692-D06,23.12090897,14.07311616
TRAIN_0134,Cc1cc(-c2cc(=O)[nH]c3nc4ccccc4n23)n(C)n1,87.437,70.39,2.02,279.297,3,1,1,2.021,64.74,CPK-M1-009573-H03,87.43743202,70.39039656
TRAIN_0135,O=C(C1CCOCC1)N1CCCC(Cn2cnc3cccnc32)C1,91.44,95.68,0.91,328.409,4,0,3,0.921,60.25,CPK-M1-018173-B10,91.4427945,95.6805444
TRAIN_0136,CCOC(=O)CNC(=O)N1Cc2c(sc3c2CCCC3)-n2cccc2C1C(C)C,1,1,4.419,415.549,3,1,5,4.419,91.8,CPK-M1-013694-F12,<1,<1
TRAIN_0137,CCc1cc2c3c([nH]c2cc1S(=O)(=O)N(Cc1ccccc1)C(C)C)CCCC3=O,99.9,99.9,4.884,424.556,3,1,6,4.884,78.62,CPK-M1-008582-G05,>99,>99
TRAIN_0138,CC1(C)CC(S(=O)(=O)CC2(C)CC(c3ccc(Br)o3)=NO2)=NO1,11.68,99,1.812,405.264,6,0,4,1.812,98.84,CPK-M1-013694-A05,11.68488492,>99
TRAIN_0139,CC(O)CN(Cc1cc(F)cc(Br)c1)C(C)C,1.233,15.588,0.426,420.271,6,3,7,-0.709,98.07,CPK-M1-009572-C09,1.233192116,15.58847954
TRAIN_0140,Cc1oc(=O)n(Cc2cc(C(N)=O)oc2C(C)(C)C)c1C,76.404,86.695,2.144,292.33,3,1,4,2.144,85.77,CPK-M1-009575-G08,76.40354794,86.69496095
TRAIN_0141,Brc1ccc(-c2c[nH]c(CNc3nncn3-c3ccccc3)n2)cc1,8.989,50.893,3.686,395.256,3,2,5,3.725,71.42,CPK-M1-010392-D04,8.98941592,50.8925621
TRAIN_0142,C[C@H](Nc1ncnc2[nH]cnc12)c1cc2ccccc2nc1-c1ccccc1,31.84,63.91,4.207,366.419,4,2,4,4.207,79.38,CPK-M1-018176-A04,31.84466405,63.90901984
TRAIN_0143,COc1ccc(C2(CNC(=O)C(F)(F)F)CCCCC2)cc1,12.544,3.54,3.94,315.331,2,1,5,3.94,38.33,CPK-M1-008581-F06,12.5444322,3.539602976
TRAIN_0144,CCCNC1=Nc2ccccc2S(=O)(=O)N1CCC,3.753,9.868,2.479,281.374,3,1,5,2.429,70.14,CPK-M1-008582-B09,3.752915048,9.867876676
TRAIN_0145,O=C(Nc1nc(-c2ccncc2)cs1)c1ccccn1,13.51,13.13,1.686,282.32,4,1,3,1.779,96.01,CPK-M1-013685-B10,13.51384179,13.13437561
TRAIN_0146,Nc1ccc(Oc2ccnc3ccsc23)c(F)c1,35.265,46.793,2.988,260.287,2,1,2,3.01,76.38,CPK-M1-009580-E11,35.26501423,46.79273458
TRAIN_0147,CN1C(=O)c2ccccc2C(C(=O)Nc2nc3ccccc3[nH]2)C1c1ccccc1,24.03,61.21,3.462,396.441,3,2,3,3.439,78.09,CPK-M1-013694-D08,24.03200907,61.20865655
TRAIN_0148,Cn1cc(-c2noc(C3CCCCC3)n2)ccc1=O,3.421,47.977,1.619,259.304,3,0,2,1.619,59.23,CPK-M1-009572-G04,3.421361655,47.9773973
TRAIN_0149,Cc1cc(C)n(CC(O)CON=C2c3ccccc3-c3ccccc32)n1,0.622,4.93,3.244,347.41,4,1,5,3.244,59.64,CPK-M1-008583-H04,0.621742797,4.929600416
TRAIN_0150,Brc1ccc2ccnc(N3CCCC3)c2c1,0.162,1.093,3.498,277.16,1,0,1,3.498,16.13,CPK-M1-010397-H10,0.161759295,1.092918128
TRAIN_0151,COCc1nn2c(nnc3c(=O)n(NC(C)=O)ccc32)c1-c1ccc(F)cc1,94.31,99.99,0.507,382.348,6,1,4,0.507,101.72,CPK-M1-018179-E04,94.30997182,>99.99
TRAIN_0152,CC(=O)Nc1cccc(C(=O)Nc2ccccc2)c1,58.61,77.25,1.735,254.284,2,2,3,1.735,58.2,CPK-M1-018170-A07,58.61107141,77.2479534
TRAIN_0153,c1ccc(C(c2ccccc2)c2n[nH]c3c2CNCC3)cc1,74.104,99.834,3.367,289.374,2,2,3,3.367,40.71,CPK-M1-009574-C04,74.10367777,99.83396373
TRAIN_0154,CS(=O)(=O)c1ccc(Oc2cc(F)cc(C(=O)O)c2)c2c1[C@H](O)C(F)(F)C2,79.51,99.9,2.483,402.342,6,2,4,1.019,109.28,CPK-M1-010396-F11,79.51022518,>99.9
TRAIN_0155,O=C(CCc1ccc(C(F)(F)F)cc1)N1C2C=CCC1CC2,2.386,13.893,3.803,309.326,1,0,4,3.803,20.31,CPK-M1-008578-B11,2.385832278,13.8930617
TRAIN_0156,CSc1c(C(C)=O)c(=O)nc2scc(C)n12,0.253,45.295,1.308,254.329,5,0,2,1.308,100.34,CPK-M1-010397-A12,0.252523114,45.29516886
TRAIN_0157,OC(CN1CCCCCC1)CN(c1ccccc1)c1ccccc1,7.8,8.15,4.587,324.46,2,1,6,2.891,26.71,CPK-M1-018173-A10,7.796024893,8.149020915
TRAIN_0158,O=C1COc2ccc(-c3cc4ccccn4c3)cc2N1,0,0,1.833,264.279,2,1,1,1.834,42.73,CPK-M1-009569-E08,0,0
TRAIN_0159,Oc1c(Cl)c(Nc2ccccc2)c(O)n1-c1ccccc1,20.228,57.712,4.685,300.74,2,3,3,4.677,57.42,CPK-M1-010397-E07,20.22756954,57.71194487
TRAIN_0160,O=C1C(c2cnc3ccccc3c2)=C(c2cc(F)cc(F)c2)c2ccc(OCCN3CCS(=O)(=O)CC3)cc21,99.9,44.264,4.965,546.584,6,0,6,4.965,84.95,CPK-M1-010396-F03,>99.9,44.26375021
TRAIN_0161,N#Cc1ccccc1COc1ccc2c(c1)OCO2,23.454,55.443,3.044,253.253,4,0,3,3.044,51.48,CPK-M1-009570-A11,23.4536356,55.44317009
TRAIN_0162,O=C1OCc2c(-c3ccccc3)sc(-c3ccccc3)c21,3.71,2.8,4.72,292.352,2,0,2,4.72,54.54,CPK-M1-018171-D08,3.707307689,2.801461357
TRAIN_0163,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2N)n1,72.54,76.85,4.343,523.073,5,3,7,4.279,94.81,CPK-M1-018171-D04,72.54326465,76.8549203
TRAIN_0164,CN(C)C1CCN(c2ncnn3c(Br)ccc23)CC1,33.42,94.51,2.224,324.22,3,0,2,1.266,36.67,CPK-M1-018177-E08,33.41802539,94.51454969
TRAIN_0165,CN(C)S(=O)(=O)c1cc(C(=O)NCC(c2ccccc2)N2CCOCC2)c(Cl)cc1Cl,0.57,1.22,2.922,486.412,5,1,7,2.922,87.33,CPK-M1-018170-H03,0.567645581,1.222087022
TRAIN_0166,COc1cc(=O)n(C)cc1C(=O)N1CCN(c2ccc(C(F)(F)F)cn2)CC1,96.82,99,0.904,396.364,4,0,4,0.893,65.98,CPK-M1-013697-D07,96.82108281,>99
TRAIN_0167,Cc1nc(NC(C)Cc2ccccc2)c(C#N)c2c1COC(C)(C)C2,3.25,2.54,3.932,335.443,3,1,4,3.932,57.94,CPK-M1-013694-G03,3.252879288,2.544939894
TRAIN_0168,CC(C)CCNC(=O)N1Cc2c(sc3c2CCCC3)-n2cccc2C1c1ccccc1,1,1,6.335,433.609,1,1,4,6.335,65.5,CPK-M1-013695-E11,<1,<1
TRAIN_0169,CC(NC(=O)CN1C(=O)CCn2nc(-c3cn(C)c4ccccc34)cc21)c1ccc2c(c1)OCCO2,2.01,11.48,3.117,485.534,5,1,5,3.114,90.62,CPK-M1-013683-A06,2.011274231,11.48220798
TRAIN_0170,CC(C)C(C(=O)NC1CCN(C(=O)NC(C)(C)C)CC1)N(C)C,49.735,69.315,1.004,326.477,3,2,5,0.415,64.67,CPK-M1-009571-C07,49.73504107,69.3152
TRAIN_0171,CC(C)CCn1cnc2c(cnn2-c2ccc(Cl)cc2)c1=O,1,35.76,3.552,316.785,3,0,4,3.508,50.49,CPK-M1-013690-D07,<1,35.76033405
TRAIN_0172,Cc1[nH]c(=O)[nH]c(=O)c1S(=O)(=O)N1CCC(C(=O)NCCC(C)C)CC1,69.95,78.21,-0.416,386.466,5,3,6,-0.402,133.05,CPK-M1-013694-F07,69.95214897,78.20837877
TRAIN_0173,CC(CC(=O)O)CC(=O)Nc1sc(C(C)C)cc1C(N)=O,95.519,79.209,1.567,312.385,4,3,7,0.109,137.72,CPK-M1-009574-H12,95.51851186,79.20920486
TRAIN_0174,O=C(C1CCc2n[nH]c(=O)n2C1)N1CCc2ccc(F)c(F)c2C1,79.53,93.81,1.3,334.321,3,1,1,1.3,65,CPK-M1-018175-F08,79.53180831,93.80747722
TRAIN_0175,O=C(Cc1c[nH]c2ccccc12)N1CCc2cc(-c3ccno3)ccc21,1.48,60.87,3.487,343.379,2,1,3,3.487,62.13,CPK-M1-013690-C07,1.483983942,60.86682897
TRAIN_0176,O=S(=O)(c1ccccc1)n1ccc2ncccc21,36.24,29.74,2.758,258.296,3,0,2,2.759,60.34,CPK-M1-013683-A07,36.23728776,29.73896923
TRAIN_0177,COC(=O)c1c(NC(=O)N2CCN(C(=O)C(C)C)CC2)sc2c1CC(C)(C)OC2,60.38,88.04,1.679,423.526,5,1,4,1.679,116.42,CPK-M1-018169-E03,60.37709536,88.03803804
TRAIN_0178,c1ccc2c(c1)CCN(c1nc(N3CCOCC3)c3nn[nH]c3n1)C2,74.931,81.019,2.585,337.379,5,1,2,2.585,83.06,CPK-M1-010392-A05,74.93058868,81.01939849
TRAIN_0179,CCC(CN1CCN(C)CC1)NC(=O)Cc1csc(Nc2ccccc2F)n1,62.03,50.59,-4.137,597.656,11,6,13,-4.241,220.86,CPK-M1-013689-E03,62.02652518,50.59113625
TRAIN_0180,CN(n1cnc2ccsc2c1=O)S(C)(=O)=O,94.98,99.9,0.075,259.305,4,0,2,0.057,106.66,CPK-M1-010393-G05,94.98003023,>99.9
TRAIN_0181,O=C1N=C(O)N=C(O)/C1=C\NNC(=O)c1ccccc1O,70.231,88.837,0.235,290.232,7,5,3,0.197,143.6,CPK-M1-010393-D09,70.23086145,88.83682188
TRAIN_0182,COCCNC(=O)C(=O)N1CCC(OC(=O)c2ccc(Oc3ccccc3)cc2)C(N2CCN(c3ccc(F)cc3)CC2)C1,4.991,58.172,3.779,604.668,7,1,11,3.755,100.65,CPK-M1-009580-F10,4.991176058,58.17161495
TRAIN_0183,COc1nccnc1Oc1cc(F)c(CN2CCCC2)c(Cl)c1,0.82,98.2,3.555,337.776,5,0,5,3.498,47.48,CPK-M1-013692-G06,0.819769223,98.20005542
TRAIN_0184,COc1ccc(C2N(C(C)=O)c3ccccc3N2S(=O)(=O)c2ccc(C)cc2)cc1,0,0,3.921,422.497,4,0,4,3.921,75.3,CPK-M1-009571-G05,0,0
TRAIN_0185,CCN1CCC(N(C)S(=O)(=O)c2c(C)cc(C(C)(C)C)cc2C)CC1,4.45,61.64,3.779,366.561,3,0,5,3.306,49,CPK-M1-018169-B06,4.447687563,61.6420716
TRAIN_0186,CN(C(=O)CN1CCC(NC(=O)C2CCCCC2)CC1)C1CCCCC1,0.56,5.21,2.734,363.537,3,1,5,2.692,52.65,CPK-M1-013691-C05,0.555148136,5.206738558
TRAIN_0187,OCCN1CCN(Cc2nc(O)c3ccccc3n2)CC1,99.99,99.99,1.065,288.345,6,2,4,1.058,72.72,CPK-M1-018175-D05,>99.99,>99.99
TRAIN_0188,CN(Cc1cccnc1)C(=O)c1c(OCC2CC2)cc(=O)n2c1CCCCC2,5.33,50.48,1.735,381.468,4,0,6,1.747,62.74,CPK-M1-013694-B11,5.3268484,50.48243123
TRAIN_0189,COc1cccc(CNC(=O)N2Cc3c(sc4c3CCCC4)-n3cccc3C2C)c1,0.11,1.78,5.087,421.555,2,1,3,5.087,74.73,CPK-M1-013697-G07,0.10834895,1.784785573
TRAIN_0190,COc1cc(-c2nc(C)c(C(=O)NCCc3ccc(S(N)(=O)=O)cc3)s2)cc(OC)c1OC,54.365,41.28,2.553,491.58,7,2,9,2.588,166.45,CPK-M1-009569-B10,54.36456634,41.27957756
TRAIN_0191,CN(C)c1nc(N)nc(CNc2nccc(C3CCCC3)n2)n1,0.418,1.57,2.378,314.389,5,2,5,1.853,105.74,CPK-M1-010394-E04,0.418234491,1.569981414
TRAIN_0192,CCNC(=O)NCCc1ccc(OC)c(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c1,9.16,0.86,4.905,547.069,6,4,11,4.905,142.72,CPK-M1-013684-A12,9.159899212,0.860975402
TRAIN_0193,CCc1cc(N2CC[C@H](F)C2)n2nc(C)c(C)c2n1,26.13,12.29,2.832,262.326,2,0,2,2.833,33.43,CPK-M1-018170-F08,26.12906787,12.285609
TRAIN_0194,Cc1c(C(=O)O)sc2[nH]c(=O)n(CC(C)C)c(=O)c12,88.408,79.441,2.156,282.316,4,2,3,0.742,114.95,CPK-M1-009577-B10,88.40816171,79.44141059
TRAIN_0195,COc1ccc(Cl)cc1NC(=O)c1cc2c(=O)oc3ccccc3c2n1C,36.84,80.38,4.265,382.797,4,1,3,4.265,69.56,CPK-M1-013697-E08,36.83728801,80.38385349
TRAIN_0196,CC1(COc2ccc(Cl)cc2)CC(n2cncn2)C(c2ccc(Cl)cc2)=NO1,12.3,73.64,4.369,417.289,5,0,5,4.37,61.53,CPK-M1-013686-H09,12.30388719,73.63559027
TRAIN_0197,O=C(C1=NN(C2CCS(=O)(=O)C2)C(=O)CC1)N1CCN(C/C=C/c2ccccc2)CC1,14.28,36.57,0.657,444.547,6,0,5,0.483,98.73,CPK-M1-013687-G05,14.28293466,36.56617386
TRAIN_0198,Cn1ccc(Cn2nnn(-c3cccs3)c2=O)cc1=O,34.42,86.51,1.377,289.313,4,0,3,1.377,96.82,CPK-M1-018180-F07,34.42483336,86.51489786
TRAIN_0199,CCc1cc2c(Nc3ccc(OC)cc3OC)ncnc2s1,2.84,5.3,3.981,315.39,4,1,5,3.98,84.51,CPK-M1-018168-A11,2.837856032,5.298535209
TRAIN_0200,COC(=O)c1ccc2c(c1)nc(-c1ccc(C(C)(C)C)cc1)n2Cc1ccc(F)cc1,46.26,94.702,6.521,416.487,3,0,6,6.521,44.12,CPK-M1-009579-G11,46.2595178,94.7019353
TRAIN_0201,O=C1CCC2(C(=O)NCCCn3cccn3)CCCC=C2N1C1CCCC1,1.993,51.156,2.105,370.488,3,1,6,2.105,67.23,CPK-M1-009577-C03,1.9930025,51.15576111
TRAIN_0202,COc1ccc(CCCNC(=O)c2cnn3cc(Br)cnc23)cc1,4.39,48.91,2.404,389.246,4,1,6,2.404,68.52,CPK-M1-013688-F12,4.389935123,48.90531192
TRAIN_0203,COc1cc(=O)n(C)cc1C(=O)NCCOc1ccc(F)cc1,81.51,99,0.575,320.316,4,1,6,0.575,67.87,CPK-M1-013696-A12,81.50512958,>99
TRAIN_0204,c1ccc(OCCN2CCCC3(C2)Nc2ccccc2-n2cccc23)cc1,0.04,2.37,4.676,359.464,2,1,4,3.133,29.43,CPK-M1-018179-E06,0.040229627,2.369236299
TRAIN_0205,CC(C)NC(=O)c1cc(Cl)cc(Cl)c1NC(=O)c1cc(OCC(=O)C(C)(C)C)nn1-c1ncccc1Cl,63.07,62.5,6.099,566.864,6,2,9,6.099,115.21,CPK-M1-013684-F09,63.06567029,62.49835247
TRAIN_0206,Oc1cc(-c2cccc(-c3ccc4c(c3)OCO4)c2)nn1-c1ccccn1,14.97,20.42,4.56,357.362,5,1,3,4.559,69.4,CPK-M1-018170-A06,14.96876963,20.42076522
TRAIN_0207,CC(Nc1ccn(CCS(C)(=O)=O)n1)c1nc(C(C)(C)C)no1,62.506,76.112,1.958,341.429,5,1,7,1.958,111.29,CPK-M1-009572-C07,62.50565552,76.11235643
TRAIN_0208,C[C@H](Nc1ccnc2c1NC(=O)CN2)c1cc2cccc(Cl)c2c(=O)n1-c1ccccc1,23.55,75.74,3.176,445.901,3,3,4,3.235,86.35,CPK-M1-013692-H11,23.55452203,75.73692459
TRAIN_0209,c1ccc2c(c1)CC(CNc1nccc(-n3cccn3)n1)CO2,0.05,1.18,2.948,307.35,4,1,4,2.867,64.86,CPK-M1-018175-E11,0.045507251,1.178745036
TRAIN_0210,O=c1ccn(-c2ccc(Cl)c(-c3ccc(Cl)cc3)c2)[nH]1,43.3,32.131,3.86,305.159,1,1,2,3.86,32.34,CPK-M1-009572-D04,43.30018939,32.13124393
TRAIN_0211,CN(C)c1ccc(-c2nc3n(c2NC(C)(C)CC(C)(C)C)CCNC3)cc1,9.891,19.702,3.884,369.547,2,2,6,4.008,45.12,CPK-M1-008578-G08,9.891283143,19.70164012
TRAIN_0212,CNC1=C(c2cc(Br)ccn2)C(=O)C(c2cccc(Cl)c2)O1,99.99,99.99,3.753,379.636,3,1,3,3.771,51.22,CPK-M1-018170-D04,>99.99,>99.99
TRAIN_0213,O=C(NCC1COc2ccccc2O1)c1c(-c2cncnc2)cc(=O)n2c1CCCC2,46.58,72.96,1.295,418.445,6,1,4,1.295,93.65,CPK-M1-018179-D04,46.57947677,72.9602666
TRAIN_0214,COc1ccccc1CNC(=O)c1cc2c(s1)CS(=O)(=O)C2,49.599,80.945,1.922,337.414,4,1,4,1.922,109.08,CPK-M1-009576-D07,49.59893047,80.94505383
TRAIN_0215,CCOC(=O)Cn1cnc2c1c(=O)n(C)c(=O)n2C,0.86,2.05,-0.044,266.253,5,0,4,0.389,84.74,CPK-M1-013685-B08,0.86425835,2.050489863
TRAIN_0216,N#Cc1nccnc1OC1CCN(C(=O)C2CC(=O)N(C3CCOCC3)C2)C1,40.53,87.78,-1.133,385.417,7,0,4,-1.133,108.65,CPK-M1-013691-A12,40.52962786,87.78427949
TRAIN_0217,CCn1cc(CN(C/C=C/c2ccco2)CC(C)C)cn1,6.691,1.449,3.54,287.4,2,0,8,3.386,34.2,CPK-M1-009575-B12,6.690814389,1.448973264
TRAIN_0218,Cc1ccc(-n2nncc2-c2ccc(O)cc2O)cc1,70.69,99.99,3.401,267.283,4,2,2,3.379,71.17,CPK-M1-018168-G09,70.69380914,>99.99
TRAIN_0219,CCOc1cccc2c1OC1(CCN(CC)CC1)N1N=C(c3ccccc3)CC21,0.69,69.57,4.22,391.506,4,0,4,2.715,37.29,CPK-M1-018169-C06,0.686585864,69.56624627
TRAIN_0220,Cc1cc(C)cc(NC(=O)N2Cc3c(sc4c3CCCC4)-n3cccc3C2c2cccs2)c1,31.21,32.47,7.257,473.653,1,1,2,7.257,93.75,CPK-M1-013695-C11,31.21004608,32.47190479
TRAIN_0221,CN(Cc1ccccc1)Cc1cc(=O)n2nc(-c3ccc(C(C)(C)C)cc3)nc2[nH]1,60.396,41.304,4.672,401.504,4,1,6,4.389,63.05,CPK-M1-010394-E09,60.39592523,41.30381826
TRAIN_0222,O=S(=O)(Nc1ccc2[nH]ncc2c1)c1cc(Cl)c(Cl)cc1Cl,98.31,99,3.954,376.646,3,2,3,3.96,83.22,CPK-M1-013694-G07,98.31401545,>99
TRAIN_0223,CC12CC3(C(=O)Nc4ccc(Cl)cc4C(=O)c4ccccc4)C1CCC23C,2.405,0,4.618,379.879,2,1,4,4.618,46.17,CPK-M1-009574-A07,2.40483556,0
TRAIN_0224,O=C(Nc1cccc2ccccc12)C1c2ccccc2Oc2ccccc21,59.095,66.14,4.782,351.397,2,1,2,4.782,38.33,CPK-M1-009578-F10,59.09501203,66.13983753
TRAIN_0225,O=C(Nc1n[nH]c(Cc2ccc(F)cc2)n1)c1ccn2nnnc2c1,43.3,31.1,0.852,338.299,6,2,4,0.815,113.75,CPK-M1-008582-A05,43.3,31.1
TRAIN_0226,COc1ccccc1CNC(=O)c1c(OCC2CC2)cc(=O)n2c1CCCCC2,0.08,2.12,2.663,396.479,4,1,7,2.663,67.87,CPK-M1-013696-C04,0.083556998,2.12082118
TRAIN_0227,CC(=O)Nc1ccc(Nc2cc(C)nc(-n3nc(C)cc3C)n2)cc1,8.146,58.986,2.719,336.391,4,2,4,2.719,84.72,CPK-M1-008578-A10,8.146361156,58.98644045
TRAIN_0228,CCN(c1ccc2c(c1)OCO2)c1cc(Cl)nc(Cl)n1,67.5,50.06,4.192,312.151,4,0,3,4.192,47.48,CPK-M1-018178-D03,67.49582865,50.05978122
TRAIN_0229,Cc1nc2c(cc1Br)nc(Cl)n2C,0.99,15.08,2.507,260.518,2,0,0,2.507,30.71,CPK-M1-013686-H07,0.987836198,15.07609641
TRAIN_0230,CCc1c[nH]c2ncnc(NCC(Cc3ccccc3)c3ccccn3)c12,0.12,0.11,4.681,357.452,3,2,7,4.691,66.49,CPK-M1-018172-H07,0.119964553,0.113709014
TRAIN_0231,CCn1c(N)c(-c2nc3ccccc3[nH]2)c(=O)c2ccccc21,17.332,85.464,3.096,304.346,2,2,2,3.094,75.01,CPK-M1-009569-H07,17.33207397,85.46430399
TRAIN_0232,Cn1nc(CNC(=O)c2cccn(C)c2=O)c2c1CCCC2,15.959,62.249,0.882,300.356,3,1,3,0.882,67.23,CPK-M1-009574-H05,15.95891532,62.24870053
TRAIN_0233,Cc1ccccc1/N=C1\Nc2cccc3cccc1c23,4.558,2.766,4.016,258.317,1,1,1,4.016,24.39,CPK-M1-009569-D11,4.558105861,2.76578523
TRAIN_0234,CC(C)(NC(=O)C1CCC(NC(=O)C2CCCC2)CC1)c1noc(C(N)=O)n1,84.091,74.529,1.111,391.465,5,3,6,1.111,140.21,CPK-M1-009576-B04,84.09067764,74.52889567
TRAIN_0235,COC(=O)[C@@H](O)c1c(C)nc2[nH]c3c(c2c1-c1ccc(Cl)cc1)CCCC3,35.26,55.01,4.258,384.856,4,2,4,4.258,75.21,CPK-M1-018170-G05,35.25525388,55.01166119
TRAIN_0236,Cn1ncc2c1NC(=O)CC2c1cc(Cl)cc2c1OCOC2,40.884,40.076,1.587,319.743,4,1,1,1.561,65.38,CPK-M1-009577-A10,40.88398213,40.07566853
TRAIN_0237,CCN(CCCNc1nc(-c2ccccc2)no1)c1ccccc1,0.39,1.53,3.792,322.404,2,1,8,3.791,54.19,CPK-M1-013689-E12,0.389110348,1.533615892
TRAIN_0238,Cc1cc(C(=O)Nc2nnc(Cc3cccs3)o2)n(C)n1,81.343,65.423,1.667,303.34,4,1,4,1.667,114.08,CPK-M1-009574-C06,81.34256501,65.42330172
TRAIN_0239,CC(C)(C)OC(=O)NCCNC(=O)Cc1cc(=O)oc2cc(O)ccc12,78,99.9,1.627,362.377,6,3,7,1.038,113.96,CPK-M1-008581-C09,78,>99
TRAIN_0240,NC(=O)c1cccc2cc(CN3CCN(c4ccccc4Cl)CC3)oc12,21.25,79.02,3.581,369.845,2,1,4,3.55,62.71,CPK-M1-013686-A07,21.25320116,79.01858805
TRAIN_0241,CS(=O)(=O)N1CCCC1C(=O)Nc1nc2cc3c(cc2s1)OCO3,0.005,0.012,0.996,369.416,6,1,3,1.016,134.44,CPK-M1-009574-F06,0.004849931,0.012291585
TRAIN_0242,COC(C)(C)c1noc(-c2ccc(=O)n(C)n2)n1,77.168,65.608,0.318,250.254,5,0,3,0.318,80.82,CPK-M1-008580-A06,77.1676041,65.6078448
TRAIN_0243,CC1CN(C2c3ccccc3-c3ccccc32)CC(C)(C)O1,1.513,45.748,3.851,293.403,2,0,1,3.851,12.47,CPK-M1-009570-G10,1.512972262,45.74773311
TRAIN_0244,COc1cc(=O)n2c(c1C(=O)Nc1cccc3c1CCCC3)CCCC2,41.23,21.14,2.91,352.427,3,1,3,2.91,58.64,CPK-M1-013694-E10,41.23036076,21.1404359
TRAIN_0245,O=C(COc1ncnc2scc(-c3ccccc3)c12)c1ccc(S(=O)(=O)N2CCCC2)cc1,2.591,1.348,3.987,479.571,6,0,7,3.987,126.08,CPK-M1-010395-F05,2.591010658,1.347591392
TRAIN_0246,CCN(CC)S(=O)(=O)c1ccc(NC(=O)CN(c2cc(C)ccc2C)S(C)(=O)=O)cc1,1,1.39,2.37,467.602,5,1,9,2.37,120.62,CPK-M1-013689-C04,<1,1.387206137
TRAIN_0247,CCOc1ccccc1NC(=O)NC1(C(=O)O)CCCCC1,78.06,53.69,2.688,306.357,4,3,5,1.914,87.66,CPK-M1-013683-D09,78.06409635,53.69167916
TRAIN_0248,[H][C@]1(c2cc(O)cc(O)c2)c2c(cc3c(c2/C=C/c2ccc(O)cc2)[C@]([H])(c2cc(O)cc(O)c2)[C@@]([H])(c2ccc(O)cc2)O3)O[C@]1([H])c1ccc(O)cc1,53.47,59.341,8.166,680.698,9,7,6,6.837,160.07,CPK-M1-008577-H06,53.46953255,59.34140163
TRAIN_0249,COCC(C)N(Cc1cc(OC)cc(OC)c1)C(=O)CCCC(C)=O,7.766,21.399,1.779,351.437,5,0,11,1.779,65.07,CPK-M1-009570-H10,7.765588614,21.39923661
TRAIN_0250,CCc1nc2cc(Br)c(C(=O)OC)nc2n1CC(=O)c1ccccc1,50.92,0.929,3.815,402.242,5,0,6,3.819,74.08,CPK-M1-009579-B09,50.92019116,0.929303996
TRAIN_0251,Cn1cc(C(N)=O)cc1C(=O)Nc1ccccc1Oc1ccccc1,0.27,14.81,2.768,335.357,3,2,5,2.768,86.35,CPK-M1-013696-G07,0.269502918,14.81119323
TRAIN_0252,CN(C)C[C@H]1CC[C@H](Nc2ncc3ccc(=O)n(C4CCCCCC4)c3n2)CC1,10.04,18.72,4.492,397.557,4,1,5,2.983,61.36,CPK-M1-013684-E11,10.03949024,18.72324538
TRAIN_0253,CC(=O)c1cccc(NC(=O)CN(C)S(=O)(=O)c2c(C)cc(C)cc2C)c1,22.36,10.86,2.781,388.481,4,1,6,2.781,91.93,CPK-M1-018168-H11,22.36136336,10.8608764
TRAIN_0254,COc1cc(C)c2c(c1C=O)Oc1c(c(C)c(O)c3c1C(O)OC3=O)OC2=O,99.9,99.9,2.734,386.309,9,2,2,2.734,128.59,CPK-M1-008577-F11,>99,>99
TRAIN_0255,COc1cc2c(cc1Nc1ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n1)CCCN(C(=O)CO)C2,3.61,1.89,4.304,560.065,7,3,8,4.303,142.13,CPK-M1-018171-D07,3.606783722,1.890791516
